"DNNumber","Date","FieldDetermination","Location","Description","Latitude","Longitude"
171,1992-12-08,"Eucalyptus extrica",NA,"Spreading mallee to 3m tall. Leaves non glaucous, dull light green.",-33.7822222222222,122.522777777778
172,1992-12-08,"Eucalyptus micranthera",NA,"Mallee erect to 4m tall, with E. eyreana, E. uncinata, E. leptocalyx, and E. varia ssp. varia. Bark smooth grey. Leaves slightly glossy green.",-33.8138888888889,122.48
173,1992-12-08,"Eucalyptus cornuta","Cape Le Grand Rd, just S of Merivale Rd, Western Australia.","Mallee to 6 metres tall with rough dark grey bark to 5 cm. Bark rough, grey to 5cm diam. On west side of granite outcrop in pure stand.",-33.8208333333333,122.205833333333
174,1992-12-08,"Eucalyptus insularis","N side of granite hill W of Mount LeGrand.","Mallee erect habit 3m tall. Leaves erect yellow green, glossy. Specimen collected by I. Solomen.  Seed collected by D. Nicolle.",-33.8208333333333,122.205833333333
175,1992-12-08,"Eucalyptus ligulata subsp. ligulata","200 metres south of waterfall north of Mount Le Grand, Cape Le Grand National Park, Western Australia.","Mallee to 6m tall. Bark smooth dark grey. No buds present. PERTH",-33.8208333333333,122.205833333333
176,1992-12-08,"Eucalyptus aquilina","S side of granite hill, W side of Lucky Bay","Small tree to 3m tall. Bark smooth.",-33.8208333333333,122.205833333333
177,1992-12-08,"Eucalyptus notactites",NA,"Mallee 4m tall. Bark smooth. Leaves dull blue-green.",-33.8208333333333,122.205833333333
178,1992-12-08,"Eucalyptus dorotoxylon",NA,"Mallee 2-4m tall. Bark rough, flaky for 50cm then smooth pink over cream. Leaves glossy dark green.",-33.9908333333333,122.212222222222
179,1992-12-08,"Eucalyptus preissiana subsp. lobata",NA,"Low mallee mostly <1 some to 2.5m tall. Bark smooth grey over light grey. Leaves dull blue-green. Just finished flowering (yellow). Growing on sand over limestone with E. tetragona, E. incrassata and E. uncinata.  Dominant plant.",-33.8219444444444,121.296944444444
180,1992-12-08,"Eucalyptus tetraptera",NA,"Mallee to 5m tall. Growing in mallee scrub with E. leptocalyx and E. tetragona. Bark smooth grey to ground level.",-33.6786111111111,120.595
181,1992-12-08,"Eucalyptus stoatei",NA,"Tree or mallet 3-6m tall. Growing in mallee scrub with E. leptocalyx, E. tetragona and E. kesselii ssp. eugnosta. Bark smooth light coppery over light grey. Dominant euc in area.",-33.7258333333333,121.390833333333
182,1992-12-08,"Eucalyptus cernua","WA","Whipstick mallet to 5m tall. Growing in mallee scrub with E. stoatei, E. leptocalyx and E. phenax. Bark smooth coppery over grey.",-33.6961111111111,120.366111111111
183,1992-12-08,"Eucalyptus gardneri subsp. ravensthorpensis","Type location","Mallet to 7m tall in pure stand. Leaves dull,  slightly blue-green. Type location.",-33.5611111111111,120.110833333333
184,1992-12-08,"Eucalyptus platypus subsp. congregata","6.5km up Aerodrome Road from Raventhorpe - Lake King Road","Mallet to 4m tall in thick pure stands. Bark smooth.",-33.5466666666667,119.938611111111
185,1992-12-08,"Eucalyptus densa subsp. improcera","At intersection of Aerodrome and Thomas Roads","Small dense mallee 2.5 m tall. Growing with E. perangusta ? and E. suggrandis ssp. suggrandis .",-33.3630555555556,119.925555555556
186,1992-12-08,"Eucalyptus goniocarpa","WA","Mallee or mallet to 4m tall. Bark glossy coppery. Leaves Glossy olive green, new growth red. Pure, dense stand.",-33.1336111111111,119.704444444444
187,1992-12-08,"Eucalyptus subtilis",NA,"Dense mallee 2-3m tall. Growing on clay loam, low shrubland with E. tetragona and E. depauperata.  Bark smooth grey. Leaves dull when immature, maturing slightly glossy.",-33.0955555555556,119.268611111111
188,1992-12-09,"Eucalyptus mimica subsp. mimica","10.9km from Newdgate - Lake King Road on Old Ravensthorpe Road","Mallee to 5m tall. Growing on edge of sale lake with E. celastroides ssp. virella. Bark smooth. Leaves glossy olive green.",-33.1594444444444,119.161388888889
189,1992-12-09,"Eucalyptus mimica subsp. mimica","18.5km from Newdgate - Lake King Road on Old Raventhorpe Road","Small tree or mallet to 8m tall. Dominant euc with E. olivina. Bark smooth coppery over light grey. Buds present. PHOTO.",-33.2011111111111,119.223055555556
190,1992-12-04,"Eucalyptus flocktoniae subsp. flocktoniae","Corner Old Raventhorpe Road and Ardler Road","Tree to 8m tall growing with E. eremophila and E. pileata. Bark smooth light grey. Leaves glossy dark green.",-33.2911111111111,119.312222222222
191,1992-12-04,"Eucalyptus pileata","WA","Mallee 3m tall growing with E. viridans and E. eremophila. Bark smooth dark grey over cream. In flower (cream).",-33.2911111111111,119.312222222222
192,1992-12-04,"Eucalyptus desmondensis",NA,"Mallee, scraggly, 3m tall. In Casuarina heath as an emergent. Leaves dull blue-green to glaucous. Flowering.",-33.6183333333333,120.136388888889
193,1992-12-04,"Eucalyptus clivicola","9.4km from Eldverton turn off","Mallet to 7m tall, with E. astringens on rise in landscape. Bark smooth grey. Leaves dull green.",-33.7008333333333,120.187777777778
194,1992-12-09,"Eucalyptus astringens subsp. redacta","WA","Mallet 5m tall, growing on breakaway with E. clivicola. Bark smooth to ground level.",-33.7008333333333,120.187777777778
195,1992-12-09,"Eucalyptus uncinata","9.6km from Eldverton turn off","Mallee 3m tall. Bark smooth. With Eucalyptus pleurocarpa and E. incrassata.",-33.7008333333333,120.187777777778
196,1992-12-09,"Eucalyptus phaenophylla (interjacens)","13.2km from Eldverton turn off","Mallee 2-3m tall. Growing with E. suggrandis and E. incrassata. Bark smooth. Leaves glossy green.",-33.7347222222222,120.191111111111
197,1992-12-09,"Eucalyptus suggrandis subsp. suggrandis","WA","Erect mallee 3m tall. Growing with E. incrassata and E. phaenophylla ssp. interjacens. Leaves glossy olive green.",-33.7347222222222,120.191111111111
198,1992-12-09,"Eucalyptus ecostata","Corner  Middle and Tamarine Roads","Large mallee to 6m tall. In scrub with E. tetragona. Bark smooth grey.",-33.8113888888889,120.293055555556
199,1992-12-09,"Eucalyptus litorea (famelica)","3.9km from Tamarine Road on Middle Bay Road","Large mallee to 5m tall , with E. incrassata.  Bark rough on lower stems to 5cm then smooth. Leaves slightly glossy dark green, new growth yellow green.",-33.7977777777778,120.4325
200,1992-12-09,"Eucalyptus adesmophloia - E. obesa intergrade (communalis)",NA,"Mallee to 5m tall in pure stands. Bark smooth grey to ground level. Leaves glossy green. Just finished flowering   (many flowers still present).",-33.8502777777778,119.825555555556
201,1992-12-09,"Eucalyptus vegrandis subsp. vegrandis","Opposite loading shed, WA","Mallee to 4m tall with E. xanthonema ssp. xanthonema and  E. astringens.",-33.9544444444444,118.769722222222
202,1992-12-09,"Eucalyptus xanthonema","WA","Mallee 4m tall with E. vergrandis and E. astringens. Bark smooth. Leaves dull, green .",-33.9544444444444,118.769722222222
203,1992-12-09,"Eucalyptus captiosa",NA,"Mallee (erect) to 5m tall with E. xanthonema ssp. apposita.",-33.9547222222222,118.713888888889
204,1992-12-09,"Eucalyptus sporadica","Near Needilup, Western Australia.","Mallee to 5 metres tall. Bark smooth light brown. Leaves glossy green. Growing with Eucalyptus dissimulata? and E. xanthonema.  PERTH",-33.9541666666667,118.702222222222
205,1992-12-09,"Eucalyptus dissimulata",NA,"Small mallee to 3m tall. Bark smooth grey. Leaves dull green. With Eucalyptus xanthonema subsp. xanthonema  and E. sporadica.",-33.9541666666667,118.702222222222
206,1992-12-09,"Eucalyptus annulata","5.8km down Calawillup South Road","Low mallee to 3m tall. Growing with E. recondita ?, E. platypus and E. xanthonema.",-34.0725,119.045277777778
207,1992-12-09,"Eucalyptus vegrandis subsp. vegrandis",NA,"Mallee 4m tall. Bark smooth.",-34.0725,119.045277777778
208,1992-12-09,"Eucalyptus platypus subsp. platypus","WA","Mallet to 6m tall in pure stands.",-34.0725,119.045277777778
209,1992-12-09,"Eucalyptus adesmophloia",NA,"Mallee to 4m tall. Growing with E. phaenophylla. Bark mostly smooth, some ribbony bark at base.",-34.0941666666667,119.045277777778
210,1992-12-09,"Eucalyptus pluricaulis subsp. porphyrea",NA,"Low mallee to 3m tall. Growing with E. incrassata. Bark smooth dark grey. Leaves dull purple.",-34.3511111111111,118.753611111111
211,1992-12-09,"Eucalyptus melanophitra","C. 900m W of Cockerup Creek then 100m N of road","Small tree or mallet to 10m tall, with E. platypus and E. redacta. Bark rough for 2-3m.",-34.3338888888889,118.670277777778
212,1992-12-09,"Eucalyptus newbeyi","WA","Large mallet to 10m tall. Growing with E. praetermissa, E. utilis and E. redacta. Just finished flowering.",-34.4533333333333,118.875833333333
213,1992-12-09,"Eucalyptus praetermissa",NA,"Large mallet to 12m tall. In full flower.",-34.4533333333333,118.875833333333
214,1992-12-09,"Eucalyptus astringens subsp. redacta","WA","Mallet to 6m tall.",-34.4533333333333,118.875833333333
215,1992-12-09,"Eucalyptus utilis","WA","Large mallet to 15m tall with E. newbeyi.",-34.4533333333333,118.875833333333
216,1992-12-09,"Eucalyptus adesmophloia",NA,"Large spreading mallee. Bark smooth becoming flaky at 1-2m. In full flower. Very common.",-34.4272222222222,118.88
217,1992-12-09,"Eucalyptus preissiana subsp. preissiana",NA,"Low spreading mallee to 4m tall with E. uncinata and E. decipiens ssp. adesmophloia. Leaves dull blue-green.",-34.3758333333333,118.813333333333
218,1992-12-09,"Eucalyptus neutra",NA,"Mallee 4m tall in pure stand. Bark smooth light grey to ground level. Leaves dull blue-green. In peak flowering.",-34.3955555555556,118.736944444444
219,1992-12-10,"Eucalyptus decurva",NA,"Mallee 3m tall. In stand with E. staeri on sandy heath soil. Bark smooth grey over cream. Leaves Glossy green.",-34.5183333333333,118.62
220,1992-12-10,"Eucalyptus notactites","Mt. Melville garbage tip","Whipstick mallee to 4m tall with E. redunca and E. incrassata.",-34.5927777777778,118.732222222222
221,1992-12-10,"Eucalyptus redunca",NA,"Mallee 2-4m tall. Growing with E. goniantha, E. notactiles and E. incrassata. Bark smooth. Dull slightly blue-green leaves.",-34.5927777777778,118.732222222222
222,1992-12-10,"Eucalyptus lehmannii subsp. lehmannii","Mt. Melville Road, WA","Spreading mallee to 3m tall. On stony clay with E. tetragona nearby. Leaves slightly glossy dark green.",-34.5841666666667,118.719444444444
223,1992-12-10,"Eucalyptus buprestrium",NA,"Mallee 4m tall, dense on ends of branches, fruit on old stems. Growing in gravelly clay with E. staeri. Bark smooth pink-grey.",-34.5077777777778,118.582777777778
224,1992-12-10,"Eucalyptus pachyloma",NA,"Mallee 4m tall with E. tetragona, E. angulosa, E. bubrestrium and E. uncinata. Leaves dull blue-green.",-34.5147222222222,118.380277777778
225,1992-12-10,"Eucalyptus acies","C 500m S along track from Cheyne Beach kiosk/store","Small effuse mallee to 2.5m tall growing in heath. Leaves dull to slightly glossy green leaves. In early to peak flowering period.",-34.8897222222222,118.406944444444
226,1992-12-10,"Eucalyptus x missilis (E. angulosa x  E. cornuta)","WA","Erect mallee to 6m tall. Growing in pure stand with E. cornuta and E. goniantha ssp. notactites nearby. Bark smooth & some thin rough bark near base. Leaves slightly glossy light green.",-34.895,118.407777777778
227,1992-12-10,"Eucalyptus decipiens","Chester Pass Rd, between Porongurups Ranges and Kamballup","Large mallee or scraggly tree 6m tall. Growing in depression with E. calophylla. Bark rough flaky to chunky bark to 5cm diameter. Leaves dull green.",-34.6555555555556,117.955833333333
228,1992-12-10,"Eucalyptus talyuberlup","4.2km W of Chester Pass along Stirling Range Drive","Large mallee 7m tall. Growing in a E. calophylla and E. marginata forest on a rocky slope. Bark smooth grey.",-34.3708333333333,118.074166666667
229,1992-12-10,"Corymbia calophylla","Stirling Range National Park, Western Australia.","Small tree 6-12m tall growing on rocky slope with Eucalyptus marginata subsp. marginata. No flower buds present. PERTH",-34.3708333333333,118.074166666667
230,1992-12-10,"Eucalyptus wandoo subsp. wandoo","Stirling Range Drive, Stirling Range National Park, Western Australia.","Large tree 25 metres tall, 50cm diameter. Bark smooth, streaky bark cream under grey, young trees rough barked. PERTH",-34.3536111111111,118.069166666667
231,1992-12-10,"Eucalyptus erectifolia","5.7km W of Chester Pass on Stirling Range Drive then on hill on N of road on NW side half way up","Mallee 3m tall in pure stand with E. decurva nearby. Bark smooth light grey. Leaves erect, dull, blue-green.",-34.3536111111111,118.069166666667
232,1992-12-10,"Eucalyptus xanthonema","Corner Formby South and Trio Peak Road","Mallee 4m tall. Growing with E. decurva. Bark smooth pink grey. Leaves dull, blue-green.",-34.3352777777778,118.119722222222
233,1992-12-10,"Eucalyptus wandoo subsp. wandoo x E. xanthonema","200m along Bluff Knoll Road","Mallee to 6m tall. Growing with E. occidentalis and E. tetragona. Bark rough, flaky for 2m or to 5cm. Leaves dull, blue-green. Type plant and photo plant in Nytsia, burnt out, regrowth 10cm long.",-34.3211111111111,118.192222222222
234,1992-12-10,"Eucalyptus spathulata subsp. spathulata","WA","Mallet 6m tall. In swampy saline soil growing with E. occidentalis. Bark glossy bronze. Leaves glossy blue-green.",-34.6877777777778,117.749166666667
235,1992-12-10,"Eucalyptus phaenophylla","4.7km from Nyabing-Pingrup Road on Chinacup Road","Mallee to 4m tall. Growing on slight rise on gravelly sand. Bark smooth, dark grey. Leaves glossy green.",-33.5525,118.375833333333
236,1992-12-10,"Eucalyptus phaenophylla (sparsicoma)",NA,"Mallet or tall mallee 5-7m tall. Growing with E. uncinata and  broombush. Bark flaky on W side, smooth on E side. Leaves slightly glossy green.",-33.5333333333333,118.376944444444
237,1992-12-10,"Eucalyptus quaerenda","West side of Lake Chinocup, near Pingrup, Western Australia.","Dense mallee to 4 metres tall. In sandy heath. Bark smooth creamy white becoming ribbony at base. Leaves Slightly glossy green. Collected off numbered mallees. specimen - 4140, seed - 4140, 4190 & others. PERTH",-33.5336111111111,118.392777777778
238,1992-12-10,"Eucalyptus tenera","WA","Small mallee to 4m tall. Growing on white sand with E. flocktoniae, E. obesa, E. pileata and E. sparsicoma. Bark brown glossy. Leaves olive green.",-33.5311111111111,118.376944444444
239,1992-12-10,"Eucalyptus loxophleba subsp. loxophleba",NA,"Large tree to 30m tall. Grows on loam with E. wandoo ssp. wandoo and E. salmonophloia. Bark rough dark grey. Leaves glossy dark green.",-33.0430555555556,118.105555555556
240,1992-12-10,"Eucalyptus hebetifolia",NA,"Mallee to 6m tall. Growing with E. phaenophylla and E. loxophleba. Bark flaky rough basal. Leaves slightly glossy blue-green. Peak flowering.",-32.9744444444444,117.766388888889
241,1992-12-11,"Eucalyptus capillosa (polyclada)",NA,"Large, robust mallee to 8m tall. Growing on slight rise in pure stands. Bark mottled grey over cream.",-32.6233333333333,118.195833333333
242,1992-12-11,"Eucalyptus kondininensis","Kondinin, WA","Large tree to 20m tall x 60cm diameter trunk in pure stand. Bark almost black for about 5m then smooth. Leaves glossy dark green.",-32.5005555555556,118.263611111111
243,1992-12-11,"Eucalyptus ornata",NA,"Mallet to 15m tall. Growing in pure stands on rise with E. gardneri  ssp. gardneri  nearby. Bark smooth glossy silvery white. Leaves dark green.",-32.4508333333333,118.349444444444
